critic,fresh,imdb,publication,quote,review_date,rtid,title
Geoff Andrew,fresh,56193,Time Out,Far more satisfying than his later works (one hesitates to call them mere movies).,2006-06-24,1790,Lolita
Bosley Crowther,fresh,56193,New York Times,"The picture has a rare power, a garbled but often moving push toward an off-beat communication.",2000-01-01,1790,Lolita
Paul Tatara,rotten,134619,CNN.com,"Lots of shots are held for upwards of a minute, too. I know that's not much, but if you're ambitious enough to gain sustenance from something other than nice belly-buttons, you take what you can get.",2018-02-05,1791,Disturbing Behavior
Roger Ebert,rotten,134619,Chicago Sun-Times,"Unlike Scream 2, which kids the horror cliches, Disturbing Behavior pretends they still hold power. But the movie is light on shocks and not ever scary.",2000-01-01,1791,Disturbing Behavior
Peter Bradshaw,fresh,120815,Guardian,"An old-fashioned war picture to rule them all - gripping, utterly uncynical, with viscerally convincing and audacious battle sequences.",2019-06-06,1793,Saving Private Ryan
Michael Rechtshaffen,fresh,120815,Hollywood Reporter,"The visual masterwork finds Spielberg atop his craft, weaving heart-pounding action and gut-wrenching emotion that will leave viewers silently shaken... If words occasionally fail the picture, the images speak indelible volumes.",2017-07-24,1793,Saving Private Ryan
Gene Siskel,fresh,120815,Chicago Tribune,"[Saving Private Ryan] accomplishes something I had been taught was most difficult -- making an action-filled anti-war film or, at least, one that doesn't in some way glorify or lie about combat.",2015-06-08,1793,Saving Private Ryan
Martin Chilton,fresh,120815,Daily Telegraph (UK),"Steven Spielberg's film is not perfect: it plays its strongest card first, the middle section is slightly uneven, and there are sallies into sentimentality. But it is a modern war classic.",2015-06-08,1793,Saving Private Ryan
Rex Reed,fresh,120815,Observer,Saving Private Ryan is a masterpiece. It cements Steven Spielberg's reputation as one of the seminal filmmakers of the era.,2015-06-08,1793,Saving Private Ryan
Neil Norman,rotten,120815,London Evening Standard,"The result, I am sorry to say, is that Saving Private Ryan seems almost banal in its achievement, a film that sacrifices humanity for technical wizardry.",2015-06-08,1793,Saving Private Ryan
Jeff Strickler,fresh,120815,Minneapolis Star Tribune,"The film is directed by Steven Spielberg, and breaks new ground in content and style. It merges some of the most realistically disturbing battle footage ever included in a feature film with a touching human story.",2014-08-19,1793,Saving Private Ryan
Peter Rainer,fresh,120815,New Times,"Spielberg puts us through the hair-trigger terrors of combat in a way no other filmmaker has ever dared, and yet there's a gentleness to his enterprise. He's interested in the humaneness that comes through the horror.",2014-08-19,1793,Saving Private Ryan
Paul Tatara,fresh,120815,CNN.com,"Spielberg accomplishes these goals with a technical virtuosity that no other director, arguably in the history of the cinema, can even approach.",2013-08-02,1793,Saving Private Ryan
Jay Carr,fresh,120815,Boston Globe,"Saving Private Ryan is the war movie to end all war movies. It's the ultimate combat film, far outdistancing what until now had been the genre's World War II classics.",2013-08-02,1793,Saving Private Ryan
Jay Boyar,fresh,120815,Orlando Sentinel,"The cast functions as an effective and believable unit. And Hanks gives a strong, increasingly solemn performance as its mysterious leader.",2013-08-02,1793,Saving Private Ryan
Joe Morgenstern,fresh,120815,Wall Street Journal,"Dramatic lapses notwithstanding, Saving Private Ryan goes beyond technical dazzlement to put a new, indelibly terrible face on war.",2013-08-02,1793,Saving Private Ryan
Keith Phipps,fresh,120815,AV Club,"Calling it the greatest war movie ever made does a disservice to other, equally worthwhile, lower-profile films. But it's still an excellent movie, as effective in battle scenes as it is in that of soldiers ruminating on an Edith Piaf song.",2013-08-02,1793,Saving Private Ryan
Desmond Ryan,fresh,120815,Philadelphia Inquirer,Anyone who would like to know what superb filmmaking is all about need look no further than this overpowering movie.,2013-08-02,1793,Saving Private Ryan
David Edelstein,fresh,120815,Slate,What Steven Spielberg has accomplished in Saving Private Ryan is to make violence terrible again. Nothing in the movie's melodramatic narrative can diminish the shocking immediacy of its combat scenes.,2013-08-02,1793,Saving Private Ryan
Stephen Hunter,fresh,120815,Washington Post,"Searing, heartbreaking, so intense it turns your body into a single tube of clenched muscle, this is simply the greatest war movie ever made, and one of the great American movies.",2013-08-02,1793,Saving Private Ryan
Michael O'Sullivan,fresh,120815,Washington Post,"Spielberg goes a long, long way toward overcoming his tendencies toward the shallow, but the visceral punch of his not-quite-masterful film is softened by an almost neurotic slickness that keeps getting in the way of the [issues it raises].",2013-08-02,1793,Saving Private Ryan
Anthony Lane,fresh,120815,New Yorker,"Spielberg obviously decided that blood and guts meant just that, and so he arranged his violence into a semblance of pure disorder. The illusion holds, complete with severed limbs and wellsprings of blood, and it feels honorable.",2013-08-02,1793,Saving Private Ryan
Dave Kehr,fresh,120815,New York Daily News,Saving Private Ryan is Steven Spielberg's best war film and one of the two or three best movies the director has made.,2013-08-02,1793,Saving Private Ryan
Michael Wilmington,fresh,120815,Chicago Tribune,"The great Hollywood battle films have told us repeatedly that war is hell. Saving Private Ryan, more than any other, is the one that shows it.",2013-08-02,1793,Saving Private Ryan
Dennis Harvey,rotten,137386,Variety,"You'd think a movie whose sole point is basically ""Don't fall head-over-heels on the basis of good looks alone"" would avoid being as swell-looking but substance-depleted as ""Billy's Hollywood Screen Kiss.""",2009-03-26,1794,Billy's Hollywood Screen Kiss
Kevin Thomas,fresh,137386,Los Angeles Times,O'Haver makes his film a witty homage to vintage screen romance while keeping its perspective on the here and now.,2001-02-14,1794,Billy's Hollywood Screen Kiss
Stephen Holden,fresh,137386,New York Times,"""Billy's Hollywood Screen Kiss"" isn't at all deep. But in its cheerful, fun-loving way, it reminds us that in our endlessly self-referential, image-conscious pop culture, fantasy is what makes the world go 'round.",2000-01-01,1794,Billy's Hollywood Screen Kiss
Roger Ebert,rotten,137386,Chicago Sun-Times,"""Billy's Hollywood Screen Kiss"" seems besotted by its sexuality, and wouldn't be able to pass this test: Would the film be interesting if it were about heteros?",2000-01-01,1794,Billy's Hollywood Screen Kiss
Howard Thompson,rotten,66811,New York Times,"In this genial but strained and arch frolic, the one real joke is not only ""in"" but it wears thin and even frantic.",2005-05-09,1797,The Barefoot Executive
Paul Attanasio,fresh,88814,Washington Post,"Technically brilliant though short on narrative, ""The Black Cauldron"" is a painless, old-fashioned way to take out the kids, and a triumph for the animation department at the Disney studio, where it has been in development for almost a dozen years.",2018-01-03,1798,The Black Cauldron
Variety Staff,rotten,88814,Variety,"The characters, though cute and cuddly and sweet and mean and ugly and simply awful, don't really have much to do that would remain of interest to any but the youngest minds.",2009-02-05,1798,The Black Cauldron
Dave Kehr,fresh,88814,Chicago Reader,"It's quite good, though by the impossible standards the film sets for itself it inevitably falls short.",2008-09-05,1798,The Black Cauldron
,rotten,88814,Time Out,"As usual it is technically excellent, but the charm, characterisation and sheer good humour that made features like Pinocchio and Jungle Book so enjoyable are sadly absent.",2006-02-09,1798,The Black Cauldron
Walter Goodman,rotten,88814,New York Times,"This is the 25th full-length animated feature from Walt Disney studios, and professionally put together as it is, many of the ingredients may seem programmed to those who have seen some of the others.",2003-05-21,1798,The Black Cauldron
Roger Ebert,fresh,88814,Chicago Sun-Times,"By the end of The Black Cauldron I was remembering, with something of a shock of nostalgia, the strength and utter storytelling conviction of the early Disney animators. The Black Cauldron is a return to the tradition.",2000-01-01,1798,The Black Cauldron
James Berardinelli,fresh,88814,ReelViews,The backgrounds are as richly textured and detailed as in any other Disney film.,2000-01-01,1798,The Black Cauldron
Richard Schickel,fresh,78869,TIME Magazine,"It is good to see the Disney craftsmen doing what they do best on such a grand and risky scale. If one has time for only one space opera this season, this is the one to choose.",2009-03-09,1799,The Black Hole
,rotten,78869,Time Out,"Disney's most ambitious and costly production to date -- about a spaceship crew which encounters a Black Hole and a long-lost madman -- and if looks were everything, you could hardly fault it.",2006-02-09,1799,The Black Hole
Janet Maslin,fresh,78869,New York Times,"It cost half as much as Star Trek and looks better -- not as lavish, perhaps, but more original. The special effects are fancy, and the design even more so.",2005-05-09,1799,The Black Hole
Roger Ebert,rotten,78869,Chicago Sun-Times,Takes us all the way to the rim of space only to bog us down in a talky melodrama whipped up out of mad scientists and haunted houses.,2004-10-23,1799,The Black Hole
Roger Ebert,fresh,62737,Chicago Sun-Times,"The plot is completely confused, and kids, who are much better at these things than adults, will enjoy its twists and turns. Ustinov is fine as the rum swilling, yo-ho-hoing Blackbeard.",2004-10-23,1800,Blackbeard's Ghost
Gary Arnold,fresh,75807,Washington Post,"With Foster, Hayes and Niven in the leading roles and McKern and Pickles off the sidelines, the film is enlivened by a superior cast.",2019-11-01,1802,Candleshoe
,fresh,77305,Variety,"The fun, as usual with Disney pix, comes in the believable sight gags provided along the way. Also as usual, it's a good cast of veterans and nothing to tax them beyond their abilities, all ably kept in pace by director Norman Tokar.",2008-11-26,1803,The Cat from Outer Space
Fiona Ferguson,rotten,77305,Time Out,"Routine hi-jinks ensue, mixing strangely with ecology consciousness-raising, pseudo-scientific jargon, and everyday telekinesis.",2006-06-24,1803,The Cat from Outer Space
Tom Buckley,fresh,77305,New York Times,"The Cat From Outer Space is likely to keep the under-14's amused, at least if supplemented by plenty of popcorn.",2005-05-09,1803,The Cat from Outer Space
Ruth Ford,fresh,97053,Washington Post,Cheetah brings to focus the concerns of experts and laymen alike.,2000-01-01,1804,Cheetah
,rotten,82199,Time Out,An ideological intervention from the Disney machine: the Cold War re-heated for the kiddies.,2006-02-09,1806,Condorman
John Corry,fresh,82199,New York Times,"It is painless and chaste, and it has a lot of beautiful scenery and beautiful clothes. There are worse things to watch while you eat popcorn.",2004-08-30,1806,Condorman
Lois Alter Mark,rotten,109520,Entertainment Weekly,"The sequel is even more banal than the original. And it's difficult to take seriously the new film's position against the commercialism of sports, given Disney's NHL ties.",1994-03-25,1807,D2: The Mighty Ducks
A.H. Weiler,fresh,52722,New York Times,"[An] overpoweringly charming concoction of standard Gaelic tall stories, fantasy and romance.",2006-03-25,1808,Darby O'Gill and the Little People
,fresh,52722,Time Out,"For those of a sentimental turn, there is the delight of watching young Connery romancing the ineffably wholesome Janet Munro, a couple of years before things turned nasty for Commander Bond at Crab Key with the somewhat more knowing Ursula Andress.",2006-02-11,1808,Darby O'Gill and the Little People
,rotten,82263,Time Out,"The script has its moments, especially when Cosby is around as the Devil's aide, but the film finally subsides in a welter of structural flaws and heartwarming sentiment.",2006-01-26,1809,The Devil and Max Devlin
Vincent Canby,fresh,82263,New York Times,"The performances are attractive though, with one exception, not especially memorable.",2004-08-30,1809,The Devil and Max Devlin
Roger Ebert,rotten,106868,Chicago Sun-Times,"While Walkabout found adequate material in the wonder of nature and the enormity of the young peoples' experience, A Far Off Place plugs into the tired conventions of violence in order to flesh out its plot.",2000-01-01,1810,A Far Off Place
Lee Siegel,fresh,91059,Associated Press,Flight of the Navigator won't earn a place among Disney's classics. but it's a perfectly entertaining sci-fi movie that does a creditable job with the stale human-meets-alien theme.,2018-10-25,1811,Flight of the Navigator
Dave Kehr,fresh,91059,Chicago Tribune,When the film shifts into the action mode in its second half -- the flying saucer returns to aid in David`s rescue -- it becomes quite bright and lively.,2014-04-01,1811,Flight of the Navigator
Desmond Ryan,fresh,91059,Philadelphia Inquirer,"If there is more than a little something borrowed from Spielberg, Kleiser's movie is amiably undemanding entertainment that says the right things, albeit without great originality.",2014-04-01,1811,Flight of the Navigator
Jay Boyar,fresh,91059,Orlando Sentinel,"There's no mistaking Flight of the Navigator for a really first-rate children's picture like, say, The Black Stallion. But Flight of the Navigator is an enjoyable film that encourages kids to use their heads.",2014-04-01,1811,Flight of the Navigator
Kevin Thomas,fresh,91059,Los Angeles Times,"Whereas its plot may be derivative--and at several junctures, unconvincing--""Flight of the Navigator"" nevertheless manages to develop considerable humor and poignancy from David's predicament and what he does about it.",2014-04-01,1811,Flight of the Navigator
Gene Siskel,fresh,91059,Chicago Tribune,"This children's adventure turns out to be, despite its title, less of a Star Wars trip than an entertaining variation on the time-travel adventure Back to the Future.",2013-01-16,1811,Flight of the Navigator
Variety Staff,rotten,91059,Variety,"Instead of creating an eye-opening panorama, Flight of the Navigator looks through the small end of the telescope. Life on Earth is magnified but without an expansive vision.",2009-03-26,1811,Flight of the Navigator
Catherine Bray,rotten,91059,Time Out,One for the none too discerning youngster.,2006-01-26,1811,Flight of the Navigator
Caryn James,fresh,91059,New York Times,"This is a film with its head in the clouds, its feet on the ground and -- just often enough -- its heart on its sleeve, in which space-age special effects take second place to family emotions.",2003-05-20,1811,Flight of the Navigator
Pat Graham,fresh,91059,Chicago Reader,"At times a bit too precious, especially inside the young navigator's spacecraft, but the warm regard for character, as well as for our often-inhospitable planetary home, makes for a reasonably good time.",2000-01-01,1811,Flight of the Navigator
Jill Rachlin,fresh,91149,Entertainment Weekly,"Older kids may be less enthused by this mousy story, though parents, particularly Basil Rathbone fans, will marvel at the accuracy with which this sophisticated homage hits Holmes.",2019-11-12,1813,The Great Mouse Detective
Caren Weiner Campbell,rotten,91149,Entertainment Weekly,"There's no need for details - you know his methods, Watson - but suffice it to say that The Great Mouse Detective's few tunes are unmemorable and all the action (aside from the inventive chase sequences) is snooze-worthy.",2019-11-12,1813,The Great Mouse Detective
Charles Solomon,fresh,91149,Los Angeles Times,"""The Great Mouse Detective"" reflects the energy and enthusiasm of a talented group of young artists stretching their wings for the first time.",2019-11-12,1813,The Great Mouse Detective
,fresh,91149,Time Out,"As usual with film noir, however, it is the villain who steals the heart and one is rooting for in the breathtaking showdown high up in the cogs and ratchets of Big Ben.",2006-02-09,1813,The Great Mouse Detective
Nina Darnton,fresh,91149,New York Times,"Small children may be afraid of some of the bad characters -- the Disney Studio's gift for creating really nasty bad guys means that they are scary -- but they will love the cute, brave mice and cheer their triumphs. Adults will enjoy the wit and style.",2004-08-30,1813,The Great Mouse Detective
Roger Ebert,fresh,91149,Chicago Sun-Times,"What's fun is the carefree way the animators swing through their story, using the freedom of the cartoon form to blend 19th century realism with images that seem borrowed from more recent special-effects pictures",2000-01-01,1813,The Great Mouse Detective
Roger Ebert,rotten,61749,Chicago Sun-Times,"It tries so desperately hard to please us that, in the end, we almost want to grab Steele and John Davidson, bang their heads together, and snarl: Will you please stop smiling and get on with the movie!",2004-10-23,1814,The Happiest Millionaire
,rotten,80861,Time Out,"It's not surprising that they haven't got around to changing the plot formula, only the scenery.",2006-02-09,1815,Herbie Goes Bananas
Janet Maslin,fresh,80861,New York Times,"A cheerful, four-cylinder children's movie, though its car jokes aren't good for much mileage.",2004-08-30,1815,Herbie Goes Bananas
Bob Thomas,rotten,76137,Associated Press,"The film contains eye-filling scenery, exciting races and lively , stunts. Every thing, in fact, except spontaneously original wit.",2019-07-23,1816,Herbie Goes to Monte Carlo
Duane Byrge,fresh,107120,Hollywood Reporter,It's a veritable bagful of box office treats.,2019-07-16,1817,Hocus Pocus
Kenneth Turan,rotten,107120,Los Angeles Times,Though children may be satisfied (if the witch stuff doesn't scare them) adults will have a harder time with the by-the-numbers confrontations between the witches and the plucky youths.,2015-08-15,1817,Hocus Pocus
Gene Siskel,rotten,107120,Chicago Tribune,Dreadful.,2015-08-15,1817,Hocus Pocus
Johanna Steinmetz,rotten,107120,Chicago Tribune,"Hocus Pocus is harmless, but it's about as much fun as celebrating Mardi Gras under the influence of candy corn.",2015-08-15,1817,Hocus Pocus
Carrie Rickey,fresh,107120,Philadelphia Inquirer,Silly but irresistible.,2015-08-15,1817,Hocus Pocus
Jay Boyar,fresh,107120,Orlando Sentinel,"All things considered, Hocus Pocus is much more entertaining than a pimple-people picture has a right to be.",2015-08-15,1817,Hocus Pocus
Jeff Shannon,fresh,107120,Seattle Times,"Hocus Pocus remains a delightful family comedy, spooky but never scary as it romps its merry way through the graveyard.",2015-08-15,1817,Hocus Pocus
Brian Lowry,rotten,107120,Variety,"With Bette Midler and her onscreen sisters shamelessly hamming things up, it looks as if those involved in making this inoffensive flight of fantasy had more fun than anyone over 12 will have watching it.",2009-04-01,1817,Hocus Pocus
Wally Hammond,rotten,107120,Time Out,"[Midler, Najimy and Parker] perform a show-stopping version of 'I Put a Spell on You' at a Halloween party, but otherwise it's slim pickings.",2006-02-09,1817,Hocus Pocus
Janet Maslin,rotten,107120,New York Times,"Apparently too much eye of newt got into the formula for Hocus Pocus, transforming a potentially wicked Bette Midler vehicle into an unholy mess.",2003-05-20,1817,Hocus Pocus
James Berardinelli,rotten,107120,ReelViews,"As a family film, Hocus Pocus is passable --- provided you don't have particularly high standards.",2000-01-01,1817,Hocus Pocus
Rita Kempley,rotten,107120,Washington Post,"Hocus Pocus is really two movies -- a sophomoric caper for teenage boys and a dark lark for fans of Disney farce, an abracadabra Sister Act. Both of them are failures.",2000-01-01,1817,Hocus Pocus
Desson Thomson,rotten,107120,Washington Post,"In the not-too-distant future look for Hocus Pocus in the rental-store bins, or as part of a Halloween ""Trick or Treat"" package (three bags of candies with Hocus Pocus for $5.95).",2000-01-01,1817,Hocus Pocus
Roger Ebert,rotten,107120,Chicago Sun-Times,"Watching the movie is like attending a party you weren't invited to, and where you don't know anybody, and they're all in on a joke but won't explain it to you.",2000-01-01,1817,Hocus Pocus
Ty Burr,rotten,107120,Entertainment Weekly,It's acceptable scary-silly kid fodder that adults will find only mildly insulting. Unless they're Bette Midler fans. In which case it's depressing as hell.,1993-07-16,1817,Hocus Pocus
Linda Deutsch,rotten,104437,Associated Press,The laughs run out early and the balance of the film relies on special effects to tickle the audience's funny bone.,2018-06-12,1818,Honey I Blew Up the Kid
Roger Ebert,rotten,104437,Chicago Sun-Times,"I was not a fan of Honey, I Shrunk The Kids, but that movie shines as a beacon of originality compared to Honey, I Blew Up the Kid, the sequel.",2000-01-01,1818,Honey I Blew Up the Kid
Variety Staff,fresh,97523,Variety,"[It's] in the best tradition of Disney -- and even better than that, because it is not so juvenile that adults won't be thoroughly entertained.",2008-10-18,1819,"Honey, I Shrunk the Kids"
Derek Adams,fresh,97523,Time Out,Sterling entertainment...,2006-02-09,1819,"Honey, I Shrunk the Kids"
Caryn James,fresh,97523,New York Times,"As sweet, straightforward and funny as its title.",2003-05-20,1819,"Honey, I Shrunk the Kids"
Rita Kempley,fresh,97523,Washington Post,"Though it relies on special effects, this cutie-pie caper never loses sight of the protagonists amid the bigger-than-life Cheerios and 40-foot blades of grass.",2000-01-01,1819,"Honey, I Shrunk the Kids"
Roger Ebert,rotten,97523,Chicago Sun-Times,"The special effects are all there, nicely in place, and the production values are sound, but the movie is dead in the water.",2000-01-01,1819,"Honey, I Shrunk the Kids"
Emanuel Levy,fresh,120768,Variety,"Teaming for the first time Kevin Spacey and Samuel Jackson, arguably the two best actors of their generation, in perfectly fitting roles is a shrewd move and the best element of this fact-inspired but overwrought thriller",2006-09-11,1822,The Negotiator
,fresh,120768,Time Out,A hybrid action-drama featuring the choreographed pyrotechnics of director Gray and a battle of words between contrasting hostage negotiators Jackson and Spacey.,2006-01-26,1822,The Negotiator
Charles Taylor,rotten,120768,Salon.com,"""The Negotiator"" slogs on for two hours and 20 minutes, and there's hardly a real laugh or a genuine thrill in it.",2000-01-01,1822,The Negotiator
James Berardinelli,fresh,120768,ReelViews,The Negotiator deserves a place among the best action/thrillers of the year. This is a Dog Day Afternoon for the '90s.,2000-01-01,1822,The Negotiator
Mick LaSalle,rotten,120768,San Francisco Chronicle,"To the extent the setup allows Spacey and Jackson to go head to head, it's a good thing. But there are other elements in the film that aren't nearly as interesting or satisfying.",2000-01-01,1822,The Negotiator
Roger Ebert,fresh,120768,Chicago Sun-Times,"The movie's a thriller that really hums along, and I was intensely involved almost all the way. Only now, typing up my notes, do I fully realize how many formula elements it contains.",2000-01-01,1822,The Negotiator
Janet Maslin,fresh,120768,New York Times,"ike Mr. Jackson, Mr. Spacey cuts an impressively cryptic figure even when dealing in platitudes, and the two stars do get to make the sort of declarations that rarely crop up in everyday life.",2000-01-01,1822,The Negotiator
Owen Gleiberman,fresh,120768,Entertainment Weekly,"Just about everyone in The Negotiator is either blowing off steam or holding it in, and that's the movie's chief pleasure. The action is really a pipeline into audience fantasies-of restraint and release, of hot-blooded aggression made cool.",1998-07-29,1822,The Negotiator
Jonathan Rosenbaum,rotten,131857,Chicago Reader,"I was bored well before the end, but found the first half hour pretty funny.",2008-03-25,1823,BASEketball
Jeff Giles,rotten,131857,Newsweek,Jenny McCarthy and Ernest Borgnine -- together at last.,2008-03-25,1823,BASEketball
Bilge Ebiri,rotten,131857,Entertainment Weekly,"Their incessant, obscene banter is meant to be endearing; their total lack of presence makes it simply annoying.",2008-03-25,1823,BASEketball
Michael O'Sullivan,rotten,131857,Washington Post,What kind of movie is it where Yasmine Bleeth is the best thing about it?,2008-03-25,1823,BASEketball
Leonard Klady,fresh,131857,Variety,"The vulgar, obvious humor of Zucker brother David and South Park creators Trey Parker and Matt Stone elicits easy, guilty laughs, yet the material has an underlying innocence that's just shy of good clean fun.",2008-03-25,1823,BASEketball
Rick Groen,rotten,131857,Globe and Mail,The kind of flick that serves itself up as the object of its own satire.,2002-04-12,1823,BASEketball
Jack Mathews,rotten,131857,Los Angeles Times,"If you're old enough to see this movie without a parent or guardian and all that sounds encouraging, this review has failed, and failed badly.",2001-02-14,1823,BASEketball
Stephen Holden,fresh,131857,New York Times,"[A] funny, gleefully offensive spoof of professional sports.",2000-01-01,1823,BASEketball
Bob Graham,rotten,131857,San Francisco Chronicle,"The comedy sets up some very big targets -- the commercialization of sport, crass franchise owners, sentimental idolatry of players, exploitation of foreign workers by superstar merchandisers -- and then lobs tiny spitballs at them.",2000-01-01,1823,BASEketball
Roger Ebert,rotten,131857,Chicago Sun-Times,It's not very funny and tries to buy laughs with puerile shocks.,2000-01-01,1823,BASEketball
David Stratton,fresh,119165,Variety,"A bit late in the day, but nevertheless welcome.",2009-03-26,1824,Full Tilt Boogie
Roger Ebert,fresh,120687,Chicago Sun-Times,"The Governess could be an illustration of the ideas in Virginia Woolf's A Room of One's Own, in which she marvels at how necessary it is for men to have women to feel superior to.",2000-01-01,1825,The Governess
Roger Ebert,fresh,89853,Chicago Sun-Times,"Delightful from beginning to end, not only because of the clarity and charm with which Daniels and Farrow explore the problems of their characters, but also because the movie is so intelligent.",2018-06-21,1828,The Purple Rose of Cairo
Vincent Canby,fresh,89853,New York Times,"It's a sweet, lyrically funny, multi- layered work that again demonstrates that Woody Allen is our premier film maker who, standing something over 5 feet tall in his sneakers, towers above all others.",2003-05-20,1828,The Purple Rose of Cairo
Philip K. Scheuer,fresh,39689,Los Angeles Times,"The players acquit themselves histrionically if not morally. Mitchum, [Kirk] Douglas and the Misses [Jane] Greer and [Rhonda] Fleming are all commendable.",2019-06-28,1829,Out of the Past
James Agee,rotten,39689,TIME Magazine,"Fairly well played, and very well photographed (by Nicholas Musuraca), the action develops a routine kind of pseudo-tension.",2018-01-25,1829,Out of the Past
Richard Brody,fresh,39689,New Yorker,"Each change of angle and shift of light evokes an inner disturbance; the actors seem to push through the dense shadow as through water, revealing fast people in slow motion ...",2014-04-07,1829,Out of the Past
Variety Staff,fresh,39689,Variety,"Direction by Jacques Tourneur pays close attention to mood development, achieving realistic flavor that is further emphasized by real life settings and topnotch lensing by Nicholas Musuraca.",2007-04-18,1829,Out of the Past
Dave Kehr,fresh,39689,Chicago Reader,"The most delicate and nuanced of film noirs, graced with a reflective lyricism that almost lifts it out of the genre.",2007-04-18,1829,Out of the Past
Don Macpherson,fresh,39689,Time Out,"All these B movie poets were under contract to RKO in the winter of 1946, and produced the best movie of everyone involved -- once seen, never forgotten.",2006-01-26,1829,Out of the Past
Roger Ebert,fresh,39689,Chicago Sun-Times,One of the greatest of all film noirs.,2006-01-20,1829,Out of the Past
Bosley Crowther,fresh,39689,New York Times,It's very snappy and quite intriguingly played by a cast that has been well and smartly directed by Jacques Tourneur.,2003-05-20,1829,Out of the Past
Mick LaSalle,fresh,39689,San Francisco Chronicle,"Cinematic perfection, a Hollywood classic that's as great and as enjoyable as its reputation has promised.",2000-01-01,1829,Out of the Past
James Powers,fresh,59113,Hollywood Reporter,"Despite the grim and brooding background, Zhivago has a surging buoyant spirit that is unquenchable. Doctor Zhivago is more than a masterful motion picture; it is a life experience.",2016-12-22,1830,Doctor Zhivago
Richard Roud,rotten,59113,Guardian,"One of those rare film adaptations which, unless you have already read the book, makes you wonder why anyone ever bothered to make the film at all.",2016-04-29,1830,Doctor Zhivago
Geoffrey Macnab,fresh,59113,Independent (UK),Maurice Jarre's music is as beguiling as ever and Lean squeezes all the pathos that he can out of the romance between Sharif's Yuri Zhivago and Julie Christie's febrile and gorgeous Lara Antipova.,2015-12-01,1830,Doctor Zhivago
Kate Muir,fresh,59113,Times (UK),Epic seems too small a word for the sweeping ambition and romance of Doctor Zhivago.,2015-12-01,1830,Doctor Zhivago
Peter Bradshaw,fresh,59113,Guardian,"Lean and Bolt pay tribute to a Tolstoyan ambition in Pasternak's samizdat novel, and also to a real contemporary relevance: the story of a suppressed writer.",2015-11-26,1830,Doctor Zhivago
David Jenkins,rotten,59113,Little White Lies,"Demands everything from the viewer while offering little in return, with Lean coming across like a despised schoolmaster not wanting to open himself up to his braying students.",2015-11-26,1830,Doctor Zhivago
Cath Clarke,fresh,59113,Time Out,Yes it's old-fashioned and sappy. But it's impossible not to swoon.,2015-11-24,1830,Doctor Zhivago
,fresh,59113,TIME Magazine,"Literate, oldfashioned, soul-filling and thoroughly romantic.",2008-08-24,1830,Doctor Zhivago
Dave Kehr,rotten,59113,Chicago Reader,"David Lean's 1965 adaptation of Pasternak's romance of the Russian Revolution is intelligent and handsomely mounted, though it doesn't use its length to build to a particularly complex emotional effect.",2007-08-13,1830,Doctor Zhivago
A.D. Murphy,fresh,59113,Variety,One of the most meticulously designed and executed films.,2007-08-13,1830,Doctor Zhivago
Tom Milne,rotten,59113,Time Out,"Steiger and Courtenay excepted, all the performances are very uncomfortable.",2006-01-26,1830,Doctor Zhivago
Bosley Crowther,rotten,59113,New York Times,Mr. Bolt has reduced the vast upheaval of the Russian Revolution to the banalities of a doomed romance.,2003-05-20,1830,Doctor Zhivago
Martyn Glanville,fresh,59113,BBC.com,Lean's last great film.,2001-04-17,1830,Doctor Zhivago
Roger Ebert,fresh,59113,Chicago Sun-Times,"Although its portentous historical drama evaporates once you return to the fresh air, watching it can be seductive.",2000-01-01,1830,Doctor Zhivago
Dolores Barclay,fresh,90203,Associated Press,The cast is marvelously filled out with John Heard as Ludie and Carlin Glynn as Jessie Mae As an ensemble it is as fine a cast as one could want.,2018-10-22,1832,The Trip to Bountiful
Roger Ebert,fresh,90203,Chicago Sun-Times,"The movie surprises us: It's not really about conflict between the generations, but about the impossibility of really understanding that you are even a member of an older generation, that decades have gone by.",2000-01-01,1832,The Trip to Bountiful
Roger Ebert,fresh,86423,Chicago Sun-Times,Tender Mercies won Robert Duvall his only Academy Award in six nominations. It contains one of his most understated performances. It's mostly done with his eyes.,2018-06-20,1833,Tender Mercies
Tony Scott,fresh,106273,Variety,"As a TV movie about a highly sensitive subject, overall it's a moving experience.",2018-10-17,1834,And the Band Played On
Howard Rosenberg,fresh,106273,Los Angeles Times,"And the Band Played On adds its own snare-drum resonance to the AIDS catastrophe, beating elements of Randy Shilts' journalism into a passionate, incisive condemnation of the government's public health policy regarding this epidemic.",2018-01-25,1834,And the Band Played On
Sheila Johnston,fresh,106273,Independent (UK),I enjoyed seeing A-list actors in the sort of small supporting role they would never otherwise accept. And they got the film made.,2017-11-14,1834,And the Band Played On
Kevin Thomas,rotten,96734,Los Angeles Times,"It's inconceivable that ""The 'burbs looked good on paper.",2019-03-26,1835,The 'burbs
Dave Kehr,fresh,96734,Chicago Tribune,"The 'Burbs doesnit quite go the distance, but for most of its length it is a superbly inventive, insightful and funny black comedy.",2017-02-22,1835,The 'burbs
Jay Boyar,rotten,96734,Orlando Sentinel,"This movie was directed by Joe Dante, whose style has become increasingly broad and abrasive since he made the clever Gremlins back in 1984.",2017-02-22,1835,The 'burbs
Gene Siskel,rotten,96734,Chicago Tribune,"The script would like to be a horror film, a comedy and a commentary on suburban living, but it doesn't hit any target.",2017-02-22,1835,The 'burbs
